Product Name,Region,Warehouse ID,Date,Business Unit,Strategic Initiative,Revenue,Expenses,Net Profit,ROI (%),Cost per Unit,Inventory Units,Carrying Cost Rate,Inventory Carrying Cost,Logistics Spend,Automation Investment,Automation Savings,ROI on Automation (%),Risk Category,Risk Score,Risk Status,Order Fulfillment Rate (%),Avg Delivery Time (Days),Network Efficiency Score,Carbon Emission (kg),Emission per Order (kg),Renewable Energy Usage (%),Waste Reduction (%),Initiative Impact Score,Projected Growth (%)
Samsung Galaxy S22,South,WH_2,2025-04-23,Electronics,Sustainable Packaging,90004.16,79233.73,10770.430000000008,13.59,226.22,4538,18.02,184990.86,13568.89,10636.76,2183.81,20.53,Medium,6.49,Critical,93.69,5.23,75.23,1972.7,0.43,74.08,15.89,93.0,11.5
Bookshelf,West,WH_2,2025-04-09,Consumer Goods,Warehouse Automation,54189.79,45902.14,8287.650000000001,18.06,220.92,3454,9.12,69590.86,12217.32,14704.98,1085.45,7.38,High,6.83,Stable,92.72,1.62,70.39,1317.51,0.38,22.74,50.89,86.55,14.35
Barbie Doll,West,WH_2,2025-04-23,Home Essentials,Green Logistics,96443.81,28322.62,68121.19,240.52,345.75,3629,11.78,147806.81,5008.26,19227.28,2748.82,14.3,Low,5.55,Watchlist,99.34,4.16,79.0,1524.68,0.42,42.61,17.58,83.14,10.21
Sony Headphones,East,WH_3,2025-04-19,Home Essentials,Demand Forecasting,59288.74,36167.22,23121.519999999997,63.93,129.08,4550,16.12,94675.02,11669.03,7064.94,677.56,9.59,Low,4.54,Watchlist,93.2,1.84,71.98,1967.49,0.43,48.92,26.35,55.17,6.16
Sony Headphones,North,WH_3,2025-06-27,Electronics,Last-Mile Optimization,51062.31,44021.13,7041.18,16.0,208.27,1749,18.58,67680.29,3472.65,3022.0,179.67,5.95,Medium,4.46,Stable,98.39,2.5,88.37,2204.05,1.26,99.75,13.78,63.85,19.21
Barbie Doll,East,WH_2,2025-04-01,Home Essentials,Sustainable Packaging,30638.76,27578.37,3060.3899999999994,11.1,156.15,1098,5.87,10064.27,5150.99,6930.13,818.05,11.8,High,2.7,Critical,91.9,5.47,74.33,1583.45,1.44,97.87,35.05,54.24,16.04
Barbie Doll,North,WH_1,2025-06-15,Electronics,Demand Forecasting,69940.39,38914.49,31025.9,79.73,303.33,2125,17.41,112220.73,13287.23,12530.27,3092.68,24.68,Low,4.51,Stable,93.96,3.6,86.36,1152.67,0.54,25.95,50.56,81.82,19.27
Samsung Galaxy S22,North,WH_4,2025-06-11,Electronics,Green Logistics,76906.16,63482.09,13424.070000000007,21.15,170.59,4513,9.37,72137.07,4767.17,13640.61,937.3,6.87,High,2.06,Stable,86.37,4.5,99.12,957.44,0.21,62.0,49.19,79.36,8.89
Hot Wheels Car,West,WH_1,2025-05-30,Consumer Goods,Last-Mile Optimization,32350.59,9858.89,22491.7,228.14,85.38,4927,15.54,65371.69,10503.8,17864.8,1580.27,8.85,High,3.49,Critical,88.12,4.85,75.22,2973.27,0.6,61.16,42.55,55.49,5.37
Tomato Ketchup,North,WH_3,2025-06-23,Fashion,Green Logistics,76544.81,33999.24,42545.57,125.14,499.74,1416,8.66,61280.92,11950.38,5064.24,845.58,16.7,Medium,1.9,Stable,91.73,4.32,71.89,2524.17,1.78,37.47,41.42,68.07,12.16
Nike T-Shirt,East,WH_4,2025-06-01,Consumer Goods,Last-Mile Optimization,90057.51,30657.05,59400.45999999999,193.76,56.81,2368,10.51,14138.69,7328.76,16084.21,2591.55,16.11,Low,2.08,Watchlist,99.07,5.45,72.69,2528.51,1.07,20.69,29.8,64.84,13.88
Corn Flakes,North,WH_2,2025-04-13,Electronics,Sustainable Packaging,82221.26,57799.91,24421.34999999999,42.25,397.12,3272,6.65,86408.55,11990.78,7950.19,1341.39,16.87,Medium,4.66,Watchlist,98.42,2.61,85.92,1754.37,0.54,22.96,55.71,85.31,14.61
Sony Headphones,West,WH_2,2025-04-25,Fashion,Last-Mile Optimization,80419.02,63897.45,16521.570000000007,25.86,419.31,2662,14.48,161626.23,2259.56,4386.42,365.98,8.34,Low,8.43,Stable,95.93,5.38,94.2,2036.25,0.76,42.41,41.5,67.73,12.6
Barbie Doll,South,WH_3,2025-04-28,Electronics,Green Logistics,17545.78,17408.4,137.37999999999738,0.79,47.26,457,13.27,2866.03,13566.79,1005.22,171.73,17.08,High,4.09,Stable,90.62,5.91,88.03,2261.11,4.95,38.12,29.79,54.69,9.05
Sony Headphones,North,WH_4,2025-06-29,Fashion,Last-Mile Optimization,98190.99,56378.32,41812.670000000006,74.16,15.51,4489,13.89,9670.83,12493.65,10186.69,1134.66,11.14,Medium,7.51,Watchlist,88.65,5.18,79.96,847.1,0.19,68.59,40.94,83.04,14.71
Samsung Galaxy S22,West,WH_3,2025-05-01,Electronics,Sustainable Packaging,14262.43,8659.3,5603.130000000001,64.71,151.6,3524,9.89,52836.18,9254.32,1503.27,343.47,22.85,Medium,2.13,Critical,90.05,5.66,82.53,2392.46,0.68,46.89,15.51,98.64,19.13
Pasta,West,WH_4,2025-05-08,Home Essentials,Sustainable Packaging,12356.38,7239.06,5117.319999999999,70.69,199.97,2924,14.67,85777.29,8669.86,18403.52,3428.91,18.63,Low,5.99,Critical,97.01,2.84,74.08,1251.16,0.43,77.6,59.01,65.93,19.4
Sony Headphones,East,WH_1,2025-05-09,Consumer Goods,Green Logistics,91517.99,84911.9,6606.090000000011,7.78,358.71,3241,7.14,83008.15,11686.83,12864.92,1590.22,12.36,Low,4.06,Critical,91.0,3.33,87.27,1927.86,0.59,79.02,17.31,99.95,5.96
IKEA Chair,East,WH_3,2025-04-21,Home Essentials,Last-Mile Optimization,57778.22,24633.81,33144.41,134.55,303.55,1389,16.6,69990.74,7769.92,8477.4,1792.36,21.14,High,4.95,Critical,90.99,4.45,76.64,1909.13,1.37,89.16,49.49,51.08,14.71
Bookshelf,East,WH_3,2025-06-19,Consumer Goods,Warehouse Automation,30919.41,15876.12,15043.289999999999,94.75,325.84,246,5.63,4512.82,10681.18,19987.72,1995.28,9.98,High,1.19,Watchlist,91.62,6.46,86.68,1292.11,5.25,41.69,17.04,50.94,18.84
Wooden Table,South,WH_4,2025-05-27,Consumer Goods,Demand Forecasting,57068.06,25271.47,31796.589999999997,125.82,98.08,3432,18.41,61970.0,8175.96,10659.54,730.76,6.86,High,6.95,Watchlist,99.46,1.79,88.24,872.2,0.25,55.33,18.6,75.02,10.59
Bookshelf,West,WH_2,2025-05-24,Home Essentials,Last-Mile Optimization,87067.83,47861.32,39206.51,81.92,90.79,1576,12.86,18400.74,3121.46,12429.68,933.23,7.51,Low,4.68,Stable,90.47,4.13,85.28,2419.83,1.54,69.51,40.07,71.81,7.2
Wooden Table,East,WH_4,2025-06-24,Consumer Goods,Sustainable Packaging,83641.82,44831.77,38810.05000000001,86.57,31.18,1480,12.9,5952.89,8369.61,13958.11,1149.6,8.24,High,5.72,Watchlist,95.02,5.31,73.65,2014.28,1.36,43.09,16.18,68.18,6.04
Barbie Doll,West,WH_3,2025-04-26,Home Essentials,Demand Forecasting,58091.96,35060.72,23031.239999999998,65.69,186.22,3606,16.87,113283.62,6524.47,17236.4,3985.21,23.12,Medium,4.88,Watchlist,93.8,4.28,71.96,1000.01,0.28,24.53,56.24,98.38,8.43
Pasta,South,WH_2,2025-04-02,Consumer Goods,Last-Mile Optimization,39437.95,22612.74,16825.209999999995,74.41,464.03,3119,8.94,129389.48,4713.3,5391.67,812.19,15.06,Low,4.83,Stable,93.76,4.21,75.2,2862.36,0.92,61.07,42.96,81.2,16.18
Barbie Doll,West,WH_2,2025-05-21,Home Essentials,Green Logistics,42802.06,32697.24,10104.819999999996,30.9,157.11,473,14.2,10552.45,11093.68,10822.9,775.04,7.16,Low,6.89,Critical,88.34,6.6,77.8,2161.97,4.57,49.12,54.5,99.41,9.46
Tomato Ketchup,East,WH_4,2025-05-02,Consumer Goods,Green Logistics,27428.3,26643.75,784.5499999999993,2.94,472.29,4977,12.79,300640.12,5100.17,8152.41,1777.16,21.8,High,4.6,Watchlist,95.44,3.26,85.32,1684.03,0.34,98.93,19.65,91.08,18.5
Tomato Ketchup,West,WH_2,2025-05-03,Electronics,Sustainable Packaging,27983.35,27869.72,113.62999999999738,0.41,18.06,4373,12.06,9524.55,4976.18,13512.7,2893.27,21.41,Low,3.52,Stable,92.34,6.51,88.95,1578.57,0.36,23.46,29.42,58.36,15.68
Barbie Doll,West,WH_2,2025-06-13,Home Essentials,Last-Mile Optimization,54982.86,43679.92,11302.940000000002,25.88,178.04,4174,16.96,126036.37,13702.8,1002.98,56.77,5.66,Low,5.8,Stable,98.88,1.84,89.62,1545.88,0.37,20.32,29.97,53.11,6.77
Bookshelf,North,WH_2,2025-05-29,Home Essentials,Sustainable Packaging,10419.6,8964.0,1455.6000000000004,16.24,29.66,543,16.95,2729.86,4122.05,3843.7,506.45,13.18,High,8.61,Stable,95.21,3.42,79.26,589.38,1.09,70.02,48.72,85.17,13.88
Sony Headphones,South,WH_4,2025-04-01,Fashion,Sustainable Packaging,24987.04,24163.75,823.2900000000009,3.41,316.18,2776,16.75,147017.38,2337.53,16593.73,3821.53,23.03,High,8.85,Watchlist,93.23,2.34,82.6,805.7,0.29,71.55,49.07,90.83,15.33
Barbie Doll,North,WH_3,2025-05-10,Fashion,Demand Forecasting,37978.31,26070.83,11907.479999999996,45.67,458.39,3570,7.28,119133.73,5722.63,7186.34,1169.56,16.27,Medium,7.11,Critical,96.9,4.94,96.91,1699.62,0.48,26.34,42.03,82.34,15.38
IKEA Chair,North,WH_3,2025-06-06,Home Essentials,Last-Mile Optimization,70471.39,46675.38,23796.010000000002,50.98,272.07,624,18.18,30864.49,5357.18,3224.24,397.24,12.32,High,1.27,Stable,94.21,3.34,83.66,530.09,0.85,73.96,53.02,74.26,7.84
Pasta,East,WH_2,2025-04-17,Consumer Goods,Green Logistics,66317.37,47888.64,18428.729999999996,38.48,122.03,4373,12.74,67985.38,9940.03,7257.44,414.89,5.72,Medium,1.26,Watchlist,86.25,4.85,92.34,2308.7,0.53,85.8,24.86,58.47,15.4
Wooden Table,South,WH_3,2025-04-20,Fashion,Warehouse Automation,37054.54,5922.64,31131.9,525.64,356.92,3028,14.35,155088.16,9610.62,18113.14,3265.33,18.03,Medium,9.64,Stable,92.96,1.57,87.56,1292.48,0.43,68.51,42.73,75.92,17.27
iPhone 14,East,WH_3,2025-06-08,Home Essentials,Warehouse Automation,64754.19,46533.67,18220.520000000004,39.16,499.17,1220,14.86,90495.53,6405.8,19994.59,4642.14,23.22,Low,2.74,Critical,93.55,2.84,94.51,2960.55,2.43,99.18,18.92,69.43,13.96
Nike T-Shirt,East,WH_4,2025-05-19,Electronics,Last-Mile Optimization,65715.2,34470.91,31244.289999999994,90.64,229.25,2713,9.36,58215.01,4477.35,11384.87,957.05,8.41,Low,6.83,Watchlist,85.44,2.16,71.0,1755.94,0.65,75.52,26.03,95.63,19.83
Wooden Table,South,WH_4,2025-06-05,Electronics,Demand Forecasting,60355.47,29402.57,30952.9,105.27,294.47,4355,18.95,243017.99,6892.86,17693.48,2532.88,14.32,High,7.86,Stable,97.14,2.17,76.93,1266.99,0.29,66.59,17.9,91.53,8.29
Adidas Sneakers,West,WH_1,2025-06-16,Electronics,Last-Mile Optimization,25279.49,12799.91,12479.580000000002,97.5,131.56,3172,7.25,30254.85,6304.34,14439.63,1552.27,10.75,High,8.17,Critical,86.07,6.01,77.74,1431.04,0.45,48.88,45.96,61.17,12.98
Tomato Ketchup,North,WH_3,2025-05-10,Fashion,Green Logistics,38175.91,9089.59,29086.320000000003,320.0,97.23,3889,17.24,65189.18,14631.23,15073.37,3007.83,19.95,Low,6.88,Stable,96.0,1.51,71.57,1352.38,0.35,30.69,42.95,66.23,6.47
Nike T-Shirt,West,WH_1,2025-06-10,Electronics,Warehouse Automation,81804.22,47293.87,34510.35,72.97,440.19,4233,19.85,369869.87,13645.34,9058.97,1825.76,20.15,Low,7.46,Stable,97.99,4.84,79.08,2109.93,0.5,49.52,27.94,77.22,17.09
Barbie Doll,West,WH_3,2025-06-06,Consumer Goods,Demand Forecasting,85550.31,42825.65,42724.659999999996,99.76,50.91,4767,6.75,16381.44,8683.44,10399.58,2597.79,24.98,Low,5.36,Stable,94.94,2.85,70.06,2017.57,0.42,53.79,36.94,75.27,16.5
Levi's Jeans,West,WH_2,2025-04-15,Fashion,Sustainable Packaging,27412.15,25824.59,1587.5600000000013,6.15,73.67,3441,17.76,45021.33,5623.7,14440.63,811.03,5.62,Low,8.88,Watchlist,88.14,6.11,90.36,1461.47,0.42,36.91,49.76,56.37,19.51
Sony Headphones,East,WH_2,2025-04-26,Electronics,Last-Mile Optimization,39762.92,10660.95,29101.969999999998,272.98,37.13,4878,17.47,31641.69,6589.13,11625.35,1071.4,9.22,High,3.57,Stable,87.84,6.09,94.32,1432.6,0.29,68.65,54.2,82.61,18.66
Samsung Galaxy S22,East,WH_2,2025-05-12,Electronics,Demand Forecasting,17527.31,15626.72,1900.590000000002,12.16,52.56,4557,14.76,35352.55,13507.2,4377.48,820.55,18.74,Medium,1.29,Stable,85.98,2.7,92.51,719.82,0.16,68.22,38.4,58.51,7.32
Adidas Sneakers,West,WH_3,2025-04-30,Fashion,Last-Mile Optimization,87322.94,18215.49,69107.45,379.39,238.89,121,19.47,5627.94,12891.26,16443.89,2200.07,13.38,Low,9.51,Critical,90.85,3.09,90.08,2404.65,19.87,93.04,11.88,74.46,8.47
Samsung Galaxy S22,South,WH_2,2025-04-18,Electronics,Warehouse Automation,65850.79,35447.24,30403.549999999996,85.77,67.29,4262,16.09,46144.51,11553.74,19455.88,983.5,5.06,Medium,2.15,Stable,97.73,5.1,81.31,850.53,0.2,82.24,23.53,75.64,13.94
Nike T-Shirt,West,WH_3,2025-05-23,Home Essentials,Demand Forecasting,39289.98,5826.6,33463.380000000005,574.32,231.18,616,13.53,19267.65,5018.17,3430.66,361.47,10.54,Low,6.7,Critical,85.13,4.45,92.26,2997.2,4.87,26.35,25.32,78.56,8.98
IKEA Chair,East,WH_2,2025-05-07,Consumer Goods,Last-Mile Optimization,33029.5,9791.37,23238.129999999997,237.33,157.15,1351,19.74,41909.92,11881.63,11670.27,2110.5,18.08,High,2.38,Stable,87.47,4.14,92.21,2365.6,1.75,92.28,48.74,51.22,9.84
LEGO Set,West,WH_1,2025-05-06,Electronics,Warehouse Automation,13229.77,9276.91,3952.8600000000006,42.61,306.63,3332,17.97,183597.9,3106.78,14002.38,2377.94,16.98,Medium,9.76,Stable,87.37,4.35,98.35,1561.56,0.47,98.79,51.29,93.75,14.74
Corn Flakes,North,WH_3,2025-04-22,Fashion,Demand Forecasting,49878.22,8612.09,41266.130000000005,479.17,265.04,4662,13.04,161124.39,10267.45,11574.62,2409.92,20.82,Medium,2.09,Watchlist,86.48,5.77,96.31,1112.68,0.24,40.19,31.15,61.8,12.59
Pasta,North,WH_2,2025-04-17,Fashion,Sustainable Packaging,18274.15,14700.9,3573.250000000002,24.31,387.99,1151,17.73,79178.01,11049.96,9180.86,534.36,5.82,Low,1.8,Watchlist,98.38,6.13,77.06,2079.15,1.81,97.95,49.86,51.32,18.6
Tomato Ketchup,East,WH_2,2025-06-21,Fashion,Demand Forecasting,89307.14,77612.43,11694.710000000006,15.07,345.98,1937,17.5,117278.57,8730.42,17735.54,1773.7,10.0,Low,8.17,Watchlist,90.89,4.7,81.95,1870.46,0.97,54.5,51.42,80.75,5.41
Wooden Table,South,WH_3,2025-06-07,Home Essentials,Green Logistics,76521.23,24567.61,51953.619999999995,211.47,340.05,906,18.94,58351.36,13408.7,4608.28,1018.64,22.1,Medium,1.06,Critical,87.77,5.0,92.02,2286.32,2.52,91.65,59.51,61.28,15.54
Wooden Table,West,WH_2,2025-05-06,Consumer Goods,Demand Forecasting,87679.09,40451.74,47227.35,116.75,488.92,583,18.39,52418.92,3026.11,8388.04,717.96,8.56,High,4.08,Watchlist,90.21,4.0,92.54,848.07,1.45,92.21,43.8,75.09,13.95
Corn Flakes,West,WH_1,2025-05-27,Electronics,Last-Mile Optimization,48614.29,22084.88,26529.41,120.12,272.14,4704,8.01,102539.74,8450.58,6999.76,498.22,7.12,High,9.34,Critical,85.67,6.95,84.92,2375.1,0.5,39.12,53.68,85.77,10.29
Adidas Sneakers,West,WH_2,2025-04-27,Consumer Goods,Green Logistics,54877.66,14454.02,40423.64,279.67,448.65,2925,9.66,126768.3,4552.4,7166.12,1035.09,14.44,High,9.61,Stable,86.73,2.45,94.53,527.41,0.18,43.74,29.24,85.73,8.24
LEGO Set,South,WH_4,2025-05-15,Home Essentials,Sustainable Packaging,63918.88,63315.12,603.7599999999948,0.95,358.69,3406,18.5,226014.16,14443.94,11850.89,784.13,6.62,Medium,3.33,Stable,97.42,2.75,91.32,808.71,0.24,41.04,35.5,82.14,15.94
Nike T-Shirt,East,WH_3,2025-04-29,Electronics,Demand Forecasting,71203.2,38458.69,32744.509999999995,85.14,60.4,3212,9.81,19031.87,6299.69,13906.12,1114.22,8.01,Medium,9.49,Watchlist,95.18,1.63,73.43,1768.97,0.55,66.94,40.46,63.34,8.99
Bookshelf,East,WH_3,2025-06-28,Consumer Goods,Last-Mile Optimization,15304.4,8993.49,6310.91,70.17,203.33,207,17.85,7512.94,11195.88,19756.31,4857.19,24.59,Medium,1.28,Stable,93.11,6.69,76.47,2817.46,13.61,22.47,38.9,73.44,8.47
iPhone 14,South,WH_3,2025-04-23,Fashion,Demand Forecasting,95593.81,66389.68,29204.130000000005,43.99,87.33,4536,7.52,29788.89,8363.21,17002.09,3571.57,21.01,Medium,5.42,Critical,86.78,4.14,77.22,1514.98,0.33,68.71,36.95,69.13,13.92
Corn Flakes,North,WH_2,2025-06-14,Fashion,Warehouse Automation,58214.03,13506.23,44707.8,331.02,296.62,1641,19.52,95014.27,7352.4,2404.12,281.74,11.72,Low,5.28,Stable,85.15,5.31,70.85,1420.15,0.87,44.69,14.08,77.66,11.06
Sony Headphones,West,WH_2,2025-06-27,Fashion,Sustainable Packaging,59157.0,22184.65,36972.35,166.66,325.52,1810,18.73,110355.51,10882.51,19939.12,1384.77,6.94,High,8.98,Critical,88.54,4.9,92.37,824.35,0.46,87.92,26.33,74.6,17.2
Hot Wheels Car,North,WH_3,2025-04-28,Electronics,Demand Forecasting,74786.91,54042.19,20744.72,38.39,79.6,3943,13.84,43438.61,8142.25,19566.27,4783.79,24.45,Low,6.34,Stable,85.85,3.12,94.9,1516.06,0.38,25.09,22.49,99.43,13.36
Samsung Galaxy S22,East,WH_2,2025-05-18,Home Essentials,Green Logistics,77421.06,48794.22,28626.839999999997,58.67,382.06,3970,6.62,100410.72,7403.97,4030.83,550.49,13.66,Low,8.67,Stable,87.4,6.1,96.99,1552.13,0.39,62.04,49.57,56.93,15.13
IKEA Chair,South,WH_2,2025-04-19,Home Essentials,Demand Forecasting,11854.13,5467.16,6386.969999999999,116.82,233.71,2408,6.01,33822.7,4065.67,16079.85,3119.2,19.4,High,1.64,Watchlist,90.0,5.92,84.57,2379.59,0.99,47.11,44.15,58.75,-7.26
Corn Flakes,South,WH_2,2025-04-09,Consumer Goods,Green Logistics,61814.3,6572.49,55241.810000000005,840.5,228.76,4277,19.65,192256.88,4296.24,2880.53,459.3,15.94,Low,6.77,Stable,90.11,4.07,70.93,2198.27,0.51,74.6,50.26,79.42,6.64
Wooden Table,South,WH_2,2025-04-30,Fashion,Warehouse Automation,89097.5,9176.89,79920.61,870.89,289.48,3119,13.07,118007.48,2133.68,1489.75,105.87,7.11,Low,5.17,Watchlist,94.6,6.77,87.8,1524.27,0.49,30.18,59.75,76.82,11.3
Corn Flakes,East,WH_4,2025-05-03,Electronics,Sustainable Packaging,79198.4,17111.48,62086.92,362.84,185.33,4365,16.49,133398.4,4379.56,13255.57,3126.95,23.59,Low,9.9,Critical,94.18,1.89,81.82,2410.1,0.55,49.47,15.28,53.5,8.94
Levi's Jeans,South,WH_1,2025-06-14,Electronics,Last-Mile Optimization,45369.61,21901.93,23467.68,107.15,224.72,4406,14.86,147131.29,10545.3,13019.98,3017.92,23.18,High,1.07,Stable,90.19,2.96,85.16,2240.13,0.51,76.24,51.77,66.04,7.02
Corn Flakes,West,WH_3,2025-05-02,Fashion,Green Logistics,32176.65,17352.95,14823.7,85.42,418.93,4205,10.15,178802.47,9907.86,15868.34,1434.68,9.04,High,6.6,Watchlist,98.06,6.38,73.97,2557.4,0.61,67.05,58.15,80.4,19.82
Pasta,West,WH_2,2025-05-07,Home Essentials,Warehouse Automation,88225.93,54787.42,33438.509999999995,61.03,388.96,668,7.61,19772.7,7381.15,19888.75,2729.76,13.73,High,3.01,Watchlist,95.37,5.17,84.01,2986.36,4.47,51.72,40.69,92.12,18.05
IKEA Chair,North,WH_4,2025-05-21,Home Essentials,Green Logistics,62689.69,37889.97,24799.72,65.45,108.3,819,5.82,5162.21,13082.17,7472.34,1102.08,14.75,High,2.48,Stable,99.08,5.96,73.95,2841.04,3.47,72.03,53.89,96.2,12.69
Hot Wheels Car,West,WH_2,2025-06-03,Consumer Goods,Demand Forecasting,27292.21,23817.08,3475.1299999999974,14.59,441.55,3375,17.17,255872.71,9242.68,8952.8,1237.79,13.83,Low,3.37,Stable,90.99,6.63,87.23,1077.9,0.32,50.02,59.09,65.74,18.83
Barbie Doll,West,WH_2,2025-04-12,Consumer Goods,Green Logistics,19696.14,12757.93,6938.209999999999,54.38,465.33,4670,6.66,144727.87,13703.77,1860.32,372.74,20.04,Low,3.12,Watchlist,86.0,6.28,93.18,2897.29,0.62,33.74,11.67,61.19,7.02
Barbie Doll,South,WH_3,2025-06-30,Electronics,Sustainable Packaging,27007.33,5038.47,21968.86,436.02,466.96,4089,18.9,360876.49,14107.63,5649.65,450.3,7.97,Low,9.23,Stable,94.64,1.79,95.22,882.2,0.22,36.3,37.14,66.14,6.8
Sony Headphones,North,WH_3,2025-05-04,Home Essentials,Warehouse Automation,53489.59,19708.9,33780.689999999995,171.4,268.71,458,5.32,6547.28,5495.07,17241.52,3222.14,18.69,High,7.65,Watchlist,91.57,3.89,70.76,2659.78,5.81,33.57,10.78,86.75,11.95
iPhone 14,North,WH_2,2025-06-18,Fashion,Last-Mile Optimization,26780.62,23234.06,3546.5599999999977,15.26,456.8,3644,15.83,263502.89,14957.46,3515.93,563.3,16.02,High,6.57,Stable,97.55,6.43,76.42,1814.57,0.5,75.85,34.49,65.82,11.66
Nike T-Shirt,South,WH_2,2025-06-02,Home Essentials,Sustainable Packaging,92253.97,79788.5,12465.470000000001,15.62,272.79,3511,9.39,89934.2,3853.7,1179.17,245.18,20.79,Medium,9.61,Stable,86.71,6.93,85.55,2402.08,0.68,62.54,56.83,98.57,14.13
Wooden Table,East,WH_2,2025-04-09,Fashion,Last-Mile Optimization,70430.46,53552.98,16877.480000000003,31.52,143.51,1879,17.59,47432.37,3763.83,9284.46,2203.53,23.73,Low,4.75,Watchlist,87.64,1.68,89.84,2632.86,1.4,64.17,39.87,73.06,15.28
Sony Headphones,East,WH_2,2025-04-09,Fashion,Last-Mile Optimization,42006.83,10469.11,31537.72,301.25,81.34,586,10.31,4914.29,7376.37,10343.65,1589.51,15.37,High,6.5,Stable,94.35,5.72,91.72,1121.61,1.91,70.59,37.41,73.77,10.76
iPhone 14,East,WH_2,2025-04-27,Fashion,Green Logistics,22380.22,17280.37,5099.850000000002,29.51,440.09,3657,16.55,266357.21,9267.8,11582.71,1548.75,13.37,Medium,1.92,Watchlist,95.7,6.29,95.32,1722.61,0.47,76.92,34.15,81.64,16.56
iPhone 14,South,WH_2,2025-06-02,Consumer Goods,Green Logistics,29610.99,5291.67,24319.32,459.58,53.74,600,13.39,4317.47,2657.14,19054.61,4072.44,21.37,Low,2.01,Stable,87.86,6.78,95.31,1824.58,3.04,60.94,26.71,94.54,6.58
Nike T-Shirt,South,WH_2,2025-04-26,Home Essentials,Last-Mile Optimization,17066.8,14755.97,2310.83,15.66,203.03,2404,17.98,87757.52,9729.99,18525.84,4248.91,22.94,Medium,9.25,Critical,91.99,4.64,98.53,723.14,0.3,73.03,17.95,97.23,18.8
Pasta,North,WH_2,2025-04-05,Fashion,Sustainable Packaging,73781.77,20598.94,53182.83,258.18,40.69,3170,19.03,24546.28,13896.07,7257.94,732.3,10.09,High,4.65,Stable,88.85,2.33,78.74,2766.92,0.87,52.4,25.6,59.07,8.84
iPhone 14,South,WH_3,2025-04-04,Consumer Goods,Sustainable Packaging,77130.08,21143.82,55986.26,264.79,492.94,425,19.45,40747.65,7640.56,2151.09,297.46,13.83,Low,7.64,Watchlist,94.42,2.9,77.33,901.37,2.12,28.74,57.95,96.0,8.23
Barbie Doll,North,WH_4,2025-04-07,Fashion,Last-Mile Optimization,29852.27,13696.65,16155.62,117.95,148.9,3016,6.81,30582.51,9149.51,16391.5,3731.02,22.76,Low,9.44,Watchlist,98.83,5.27,89.17,780.9,0.26,26.71,23.97,86.69,8.62
Wooden Table,North,WH_3,2025-06-30,Fashion,Warehouse Automation,68766.32,45523.03,23243.290000000008,51.06,288.95,2931,14.88,126020.57,6352.51,10395.16,1667.77,16.04,Medium,4.48,Watchlist,94.4,2.05,92.7,1559.48,0.53,77.92,19.36,55.75,15.57
Pasta,South,WH_1,2025-05-22,Fashion,Warehouse Automation,20664.25,6326.0,14338.25,226.66,499.76,1731,15.54,134434.14,9461.36,11733.03,943.06,8.04,Medium,8.89,Watchlist,95.52,5.55,80.05,1299.59,0.75,82.32,29.29,84.3,6.3
LEGO Set,North,WH_1,2025-06-28,Consumer Goods,Demand Forecasting,92080.68,42381.71,49698.969999999994,117.27,420.8,876,17.59,64840.4,9256.88,15793.78,1735.15,10.99,Medium,4.77,Stable,94.27,6.83,88.04,2595.21,2.96,97.65,38.14,84.22,7.36
Levi's Jeans,East,WH_4,2025-06-20,Electronics,Warehouse Automation,67841.86,39723.71,28118.15,70.78,306.35,4365,17.03,227728.18,12659.72,15701.09,1790.89,11.41,High,5.61,Watchlist,93.27,3.69,74.85,916.79,0.21,99.91,26.09,77.85,18.1
Tomato Ketchup,East,WH_2,2025-05-26,Electronics,Sustainable Packaging,29376.46,28854.98,521.4799999999996,1.81,105.33,1837,10.34,20006.99,3686.77,6750.55,1021.12,15.13,High,5.35,Watchlist,86.1,2.97,93.1,2866.69,1.56,68.52,19.27,96.08,11.16
Nike T-Shirt,West,WH_1,2025-05-15,Electronics,Green Logistics,26285.15,18840.83,7444.32,39.51,157.79,2750,18.8,81577.43,10554.93,15009.65,759.75,5.06,Low,6.13,Critical,88.82,3.71,90.83,801.94,0.29,20.04,15.73,50.92,9.47
Pasta,South,WH_3,2025-06-30,Fashion,Last-Mile Optimization,46385.96,31693.38,14692.579999999998,46.36,425.89,2802,5.62,67065.92,8895.4,7202.31,493.19,6.85,High,7.76,Critical,98.33,6.24,75.84,1502.97,0.54,29.28,24.78,54.68,19.66
Pasta,West,WH_3,2025-05-04,Consumer Goods,Warehouse Automation,28517.23,7609.12,20908.11,274.78,455.55,4899,9.63,214916.51,3737.75,19697.55,3715.24,18.86,Low,1.4,Stable,91.07,3.62,82.93,2869.97,0.59,54.73,17.6,85.15,12.08
Nike T-Shirt,North,WH_3,2025-06-29,Fashion,Sustainable Packaging,70422.03,33045.29,37376.74,113.11,483.07,603,10.91,31779.87,10253.5,7445.02,855.0,11.48,High,6.33,Stable,89.79,5.64,77.99,1685.14,2.79,45.09,12.94,51.53,10.65
Nike T-Shirt,East,WH_2,2025-05-25,Electronics,Demand Forecasting,29928.49,6646.24,23282.25,350.31,90.43,222,19.79,3972.93,12906.88,1121.53,125.16,11.16,Medium,7.98,Stable,97.57,1.74,92.61,1006.91,4.54,20.27,51.53,68.94,13.02
